Alpha,T1_Re0.500_M0.00_N9.0, ,Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , 
6.5,85.12534, ,7,70.28031, ,6.5,93.56087, ,7.25,101.0949, ,6.5,76.49983, ,6.5,80.96078, ,6.5,96.31625, ,9,19.47873, ,8,52.79405, ,7.25,106.6356, ,6.75,99.44088, ,6.5,83.76933, ,7.75,37.34931, ,6.75,112.5732, ,9,78.77737, ,7,90.75393, ,8.25,23.20631, ,8.75,56.63129, ,6.5,53.19233, ,7,38.84037, , 
6.75,86.93125, ,7.25,69.78047, ,6.75,92.54699, ,7.5,101.9894, ,6.75,72.41411, ,6.75,82.21772, ,6.75,98.29589, ,9.25,18.05274, ,8.25,50.78599, ,7.5,109.7946, ,7,100.7896, ,6.75,87.74474, ,8,36.22162, ,7,110.1006, ,9.25,76.6197, ,7.25,88.56229, ,8.75,20.03547, ,9,54.29941, ,7,51.75413, ,7.25,37.26317, , 
7,87.47721, ,7.5,69.17659, ,7.25,84.54999, ,7.75,102.5564, ,7,69.83619, ,7,83.43256, ,7,98.56862, ,9.5,16.62616, ,8.5,47.463, ,7.75,112.5577, ,7.25,102.0013, ,7,90.88058, ,8.25,34.6964, ,7.25,99.80974, ,9.5,72.59529, ,7.5,86.7531, ,9,19.17736, ,9.25,52.58813, ,7.25,51.33949, ,7.5,35.45694, , 
7.25,87.52881, ,7.75,68.62411, ,7.5,83.63774, ,8,102.7339, ,7.25,66.74176, ,7.25,84.63109, ,7.25,89.64033, ,9.75,15.19242, ,8.75,43.67084, ,8,115.767, ,7.5,103.2915, ,7.25,93.59659, ,8.5,33.30568, ,7.5,84.11042, ,9.75,60.98616, ,7.75,85.44706, ,11.75,6.91732, ,9.5,46.81281, ,7.5,50.89995, ,7.75,33.42328, , 
7.5,86.59479, ,8,68.0473, ,7.75,82.36054, ,8.25,102.5022, ,7.5,64.47577, ,7.5,85.84283, ,7.5,71.47327, ,10,13.60925, ,9,40.43685, ,8.25,117.1268, ,7.75,105.8665, ,7.5,96.29582, ,8.75,32.2165, ,7.75,70.17928, ,10,50.33247, ,8,84.25926, ,12,6.483033, ,13.75,7.445172, ,7.75,50.37039, ,8,32.12478, , 
7.75,85.81733, ,8.25,67.37446, ,8,80.04708, ,8.5,101.4426, ,7.75,60.83895, ,7.75,86.68069, ,7.75,60.59422, ,10.25,11.80789, ,9.25,37.69218, ,8.5,116.3932, ,8,108.9229, ,7.75,98.26787, ,9,31.23014, ,8,60.04101, ,10.25,42.50723, ,8.5,84.21789, ,12.25,6.138043, ,14,6.872788, ,8,49.65283, ,8.25,31.60882, , 
8,83.43611, ,8.5,66.55369, ,8.25,79.47501, ,8.75,94.4629, ,8.5,52.94945, ,8,83.71128, ,8,51.65222, ,10.5,10.11417, ,9.5,33.85393, ,8.75,113.1448, ,8.25,109.951, ,8,100.4242, ,9.25,30.13791, ,8.25,52.45112, ,10.5,39.70393, ,8.75,84.19805, ,12.5,5.856691, ,14.25,6.445909, ,8.25,48.99232, ,8.5,31.25991, , 
8.25,81.89264, ,8.75,65.74346, ,8.5,78.45374, ,9,91.40741, ,8.75,48.46685, ,8.25,92.00444, ,8.25,48.04307, ,11.75,6.239633, ,9.75,26.99775, ,9,107.4369, ,8.5,113.6877, ,8.25,102.4655, ,9.5,28.6985, ,8.5,46.04175, ,10.75,38.5012, ,9,84.0864, ,12.75,5.700313, ,14.5,6.103145, ,8.5,48.17258, ,8.75,30.6017, , 
8.5,79.82326, ,9,65.38595, ,8.75,76.76047, ,9.25,88.46739, ,9,47.14424, ,8.5,99.20189, ,8.75,41.54766, ,12,5.957643, ,10.25,22.24955, ,9.25,100.7247, ,8.75,115.435, ,8.5,104.4361, ,9.75,26.95651, ,8.75,41.33369, ,11.5,33.99738, ,9.25,83.87144, ,15.5,4.199256, ,14.75,5.820398, ,8.75,47.12442, ,9,28.88041, , 
8.75,77.80957, ,9.25,62.3504, ,9,74.73907, ,9.5,86.61222, ,9.25,45.25427, ,8.75,104.2645, ,9,38.07812, ,12.25,5.721138, ,10.5,20.75275, ,9.5,90.40648, ,9,115.2763, ,8.75,106.1676, ,10,25.33125, ,9,36.87042, ,11.75,32.41563, ,9.5,83.57661, ,15.75,4.126363, ,15,5.584398, ,9,46.10382, ,9.25,26.67576, , 
9,76.26607, ,9.5,59.95068, ,9.25,73.92286, ,9.75,85.26393, ,9.5,43.32816, ,9,105.8343, ,9.25,34.7834, ,12.5,5.521345, ,10.75,19.37712, ,9.75,79.96663, ,9.25,112.7073, ,9,107.0785, ,10.25,24.29069, ,9.25,33.67293, ,12,28.65383, ,9.75,76.5334, ,16,4.045742, ,15.25,5.400391, ,9.25,44.73011, ,9.5,24.3947, , 
9.25,74.4454, ,9.75,56.64381, ,9.5,73.41769, ,12.5,40.16793, ,9.75,41.24582, ,9.25,108.2761, ,9.5,32.61012, ,12.75,5.35146, ,11,17.95536, ,10,70.29643, ,9.5,108.2213, ,9.25,106.8008, ,12.75,20.30503, ,9.5,30.24211, ,12.25,26.80765, ,10.25,66.3856, ,16.25,3.98018, ,15.5,5.334452, ,9.5,43.36754, ,9.75,22.54946, , 
9.5,72.43545, ,10,52.77709, ,9.75,71.0273, ,12.75,37.23414, ,10,39.16798, ,9.5,110.2325, ,9.75,29.99478, ,13,5.205833, ,11.25,16.53577, ,10.25,61.21551, ,9.75,102.0608, ,9.5,102.8516, ,13,19.51514, ,9.75,28.17565, ,12.5,25.6509, ,10.5,63.27957, ,16.5,3.932354, ,15.75,5.455107, ,9.75,42.33909, ,10,20.37548, , 
9.75,71.22602, ,10.25,50.61936, ,10,66.57546, ,13,34.66538, ,10.25,37.24382, ,9.75,110.2051, ,10,27.56937, ,13.25,5.08047, ,11.5,15.14108, ,10.5,53.08908, ,10,95.45257, ,9.75,92.02916, ,13.25,18.58413, ,10,27.59887, ,12.75,25.83519, ,10.75,61.14474, ,16.75,3.899771, ,16,5.367762, ,10,41.68004, ,10.25,18.10666, , 
10,68.53097, ,10.5,48.6133, , , , ,13.25,30.83062, ,10.5,35.62717, ,10,104.7945, ,10.25,25.47985, ,13.5,4.936444, ,11.75,13.82866, ,10.75,46.4638, ,10.25,85.76907, ,10,78.33924, ,13.5,17.6894, ,10.25,27.05044, ,13,25.40129, ,11,59.5089, ,17,3.901423, ,16.25,4.787123, ,10.5,39.90008, ,10.5,15.67892, , 
10.25,67.68597, ,10.75,45.44638, , , , ,13.5,29.02795, ,10.75,34.2629, ,10.25,90.98099, ,10.5,23.60118, ,13.75,4.71505, ,12,12.58853, ,11,41.01942, ,10.5,74.39942, ,10.25,65.95306, ,13.75,16.86206, ,10.5,26.5749, ,13.25,24.51473, ,11.25,58.12607, , , , ,17.25,4.546461, ,10.75,39.09421, ,10.75,7.125412, , 
10.5,65.94238, ,11,42.67529, , , , ,13.75,27.49124, ,11,32.83803, ,10.5,76.33309, ,10.75,21.89996, ,14,4.530373, ,12.25,11.41076, ,11.25,36.82758, ,10.75,63.93237, ,10.5,55.91939, ,14,16.20837, ,10.75,26.09628, ,13.5,23.59201, ,11.5,56.72274, , , , ,17.5,4.497125, ,11,38.10253, ,11,6.936724, , 
10.75,62.58488, ,11.25,39.74256, , , , ,14,25.9497, ,11.25,31.67827, ,10.75,63.88637, ,11,20.35799, ,14.25,4.427195, ,12.5,10.29959, ,11.5,33.66142, ,11,54.66386, ,11.25,36.65509, ,14.25,15.28483, ,11,25.02665, ,13.75,22.36471, ,11.75,55.15248, , , , ,17.75,4.491746, ,11.25,37.18046, ,11.25,6.813306, , 
11,62.18036, ,11.5,37.41912, , , , ,14.25,24.07651, ,11.5,30.70414, ,11,53.80224, ,11.25,19.06676, ,14.5,4.333375, ,12.75,9.232015, ,11.75,30.75767, ,11.25,46.94185, ,11.5,32.71581, ,14.5,14.23084, ,11.25,24.3097, ,14,18.51976, ,12,53.12756, , , , ,18,4.497465, ,11.5,36.35562, ,11.5,6.74298, , 
11.25,60.40492, ,12,34.09301, , , , ,14.5,21.15651, ,11.75,29.82268, ,11.25,45.89954, ,11.5,17.77607, ,14.75,4.248046, ,13,8.252089, ,12,28.81377, ,11.5,40.8769, ,11.75,29.50475, ,14.75,13.13197, ,11.75,23.47602, ,14.25,17.79559, ,12.25,50.4179, , , , ,19.25,3.816873, ,12,34.42438, ,11.75,6.73037, , 
11.5,56.37253, ,12.25,32.61885, , , , ,14.75,19.9088, ,12,28.98323, ,11.5,39.61796, ,11.75,16.66722, ,15,4.170477, ,13.25,7.291034, ,12.25,26.85092, ,11.75,36.04023, ,12,26.7771, ,15,12.14655, ,12,23.01049, ,14.5,17.37718, ,12.5,48.47135, , , , ,19.5,3.745298, ,12.25,33.47587, ,12,6.614161, , 
11.75,54.89448, ,12.5,31.04434, , , , , , , ,12.25,28.04107, ,12,30.56896, ,12.75,14.04054, ,15.25,4.099764, ,13.5,6.445375, ,12.5,24.88309, ,12,32.1271, ,12.25,24.89429, ,15.25,11.30891, ,12.25,22.52113, ,14.75,16.62948, ,12.75,46.58805, , , , ,19.75,3.677583, ,12.5,32.36257, ,13.25,5.302243, , 
12,53.24332, ,12.75,29.48566, , , , , , , ,12.5,27.1097, ,12.25,27.42955, ,13,13.6709, ,15.5,4.035454, ,13.75,5.924306, ,12.75,22.67945, ,12.25,29.04945, ,12.5,23.17928, ,15.5,10.59983, ,12.5,21.8783, ,15,15.92194, ,13,44.49943, , , , ,20,3.613184, ,12.75,31.11185, ,13.75,4.853808, , 
12.25,50.59198, ,13,27.91728, , , , , , , ,12.75,26.30676, ,12.5,24.83996, ,13.25,13.36479, ,15.75,3.977418, ,14,5.601567, ,13,21.84952, ,12.5,26.6683, ,12.75,21.78186, ,15.75,9.937837, ,12.75,21.31239, ,15.25,15.26077, ,13.25,41.09314, , , , , , , ,13,30.02748, ,14,4.693439, , 
12.5,46.91241, ,13.25,26.52888, , , , , , , ,13,25.54642, ,12.75,22.81665, ,13.5,13.09963, ,16,3.926668, ,14.25,5.354358, ,13.25,20.83257, ,12.75,24.51158, ,13,20.53263, ,16,9.325699, ,13,20.80469, ,15.5,14.56233, ,13.5,39.21233, , , , , , , ,13.25,29.2463, ,14.25,4.664308, , 
12.75,42.0335, ,13.5,25.17371, , , , , , , ,13.25,24.78825, ,13,21.07307, ,13.75,12.86834, ,16.25,3.885482, ,14.5,5.155907, ,13.5,19.97553, ,13,22.78705, ,13.25,19.29408, ,16.25,8.760791, ,13.25,20.3031, ,15.75,12.52833, ,13.75,37.51086, , , , , , , ,13.5,28.56038, ,14.5,4.681442, , 
13,36.14102, ,13.75,23.96319, , , , , , , ,13.5,24.01865, ,13.25,19.70085, ,14,12.67908, ,16.5,3.843582, ,14.75,4.992745, ,13.75,19.18778, ,13.25,21.41344, ,13.5,18.50521, ,16.5,8.239115, ,13.5,19.77035, ,16,11.95887, ,14,35.69027, , , , , , , ,13.75,27.5494, ,14.75,4.712791, , 
13.25,31.78071, ,14,22.84385, , , , , , , ,13.75,23.24042, ,14,16.89055, ,14.25,12.78832, ,16.75,3.803611, ,15,4.856621, ,14,18.39495, ,13.5,20.30825, ,13.75,17.94301, ,16.75,7.757359, ,13.75,19.1912, ,16.25,11.51307, ,14.25,31.71977, , , , , , , ,14,26.72602, ,15,4.735352, , 
13.5,30.24547, ,14.25,21.77518, , , , , , , ,14,22.32195, ,14.25,16.37889, ,19,8.058879, ,17,3.764635, ,15.25,4.741857, ,14.25,17.51659, ,13.75,19.27934, ,14,17.37958, ,17,7.310917, ,14,18.48821, ,16.5,11.05486, ,14.5,30.134, , , , , , , ,14.25,25.89393, ,15.25,4.728693, , 
13.75,28.6903, ,14.75,19.98074, , , , , , , ,14.25,21.4283, ,14.5,15.86057, ,19.25,7.624857, ,17.25,3.726282, ,15.5,4.639645, ,14.5,16.73431, ,14,18.14529, ,14.25,16.69447, ,17.25,6.888658, ,14.25,17.86175, ,18.25,7.811903, ,15,26.54233, , , , , , , ,14.5,24.93368, ,15.75,4.149102, , 
14,26.77154, ,15,19.05841, , , , , , , ,14.5,20.47501, ,14.75,15.31172, ,19.5,7.165058, ,17.5,3.688733, ,15.75,4.524741, ,14.75,15.87423, ,14.25,17.01255, ,14.5,16.08799, ,17.5,6.445215, ,14.5,17.26521, ,18.5,7.65989, ,15.25,24.82607, , , , , , , ,14.75,24.19331, ,16,4.017099, , 
14.25,24.95903, ,15.25,18.27533, , , , , , , ,14.75,19.55728, ,15,14.62545, ,19.75,6.737574, ,17.75,3.651978, ,16,4.278031, ,15,14.88357, ,14.5,16.23689, ,14.75,15.49154, ,17.75,4.996227, ,14.75,16.66057, ,18.75,7.51433, ,15.5,21.93102, , , , , , , ,15,23.4965, ,16.25,3.91693, , 
14.5,23.0154, ,15.5,17.43084, , , , , , , ,15,18.63718, ,15.25,14.04893, ,20,6.275577, ,18,3.616002, ,16.25,4.191285, ,15.25,14.01018, ,14.75,15.76624, ,15,15.05693, ,18,4.779769, ,15,15.98274, ,19,7.388431, ,15.75,20.70088, , , , , , , ,15.25,22.58895, ,16.5,3.848761, , 
14.75,21.33878, ,15.75,16.68294, , , , , , , ,15.25,17.65082, ,15.5,13.48639, , , , ,18.25,3.580773, ,16.5,4.119162, ,15.5,13.29019, ,15,15.17317, ,15.25,14.71905, ,18.25,4.60869, ,15.25,15.33876, ,19.25,7.272634, ,16,19.80138, , , , , , , ,15.5,21.86943, ,16.75,3.789589, , 
15,19.79974, ,16,16.01579, , , , , , , ,15.5,16.58481, ,15.75,13.20915, , , , ,18.5,3.546272, ,16.75,4.055239, ,15.75,12.73888, ,15.25,14.66169, ,15.5,14.37398, ,18.5,4.47234, ,15.5,14.79112, , , , ,16.25,19.04226, , , , , , , ,15.75,21.23826, ,17,3.691779, , 
15.25,18.254, ,16.25,15.32441, , , , , , , ,15.75,15.63827, ,16,12.94696, , , , ,18.75,3.512467, ,17,3.995232, ,16,12.3962, ,15.5,14.22759, ,15.75,13.93686, ,18.75,4.36934, ,15.75,14.29711, , , , ,16.5,18.33824, , , , , , , ,16,20.5174, ,17.25,3.640843, , 
15.5,17.06524, ,16.5,14.5761, , , , , , , ,16,14.70263, ,16.25,12.6683, , , , ,19,3.47932, ,17.25,3.938031, ,16.25,12.1267, ,15.75,13.81302, ,16,13.55649, ,19,4.308584, ,16,13.85211, , , , ,16.75,17.31383, , , , , , , ,16.25,19.72521, ,17.5,3.59401, , 
15.75,15.78624, ,16.75,13.94376, , , , , , , ,16.25,13.61862, ,16.5,12.31852, , , , ,19.25,3.446802, ,17.5,3.883309, ,16.5,11.87159, ,16,13.39961, ,16.25,13.24025, ,19.25,4.274766, ,16.25,13.44878, , , , ,17.25,13.34935, , , , , , , ,16.5,19.15568, ,17.75,3.550253, , 
16,14.71553, ,17,13.26893, , , , , , , ,16.5,12.68467, ,16.75,12.05451, , , , ,19.5,3.414882, ,17.75,3.830994, ,16.75,11.623, ,16.25,12.91952, ,16.5,12.94471, ,19.5,4.067139, ,16.5,13.10637, , , , ,17.5,13.12225, , , , , , , ,16.75,18.77325, ,18,3.505485, , 
16.25,13.83071, ,17.25,12.69808, , , , , , , ,16.75,11.6546, ,17,11.83438, , , , ,19.75,3.383526, ,18,3.781018, ,17,11.36324, ,16.5,12.45666, ,16.75,12.66326, ,19.75,3.894506, ,16.75,12.93305, , , , ,17.75,12.92784, , , , , , , ,17,18.49687, ,18.25,3.444892, , 
16.5,12.92891, ,17.5,12.17879, , , , , , , ,17,10.69723, ,17.25,11.63088, , , , ,20,3.352699, ,18.25,3.73335, ,17.25,11.09513, ,16.75,12.01589, ,17,12.38994, ,20,3.797114, ,17,12.68328, , , , ,18,12.75681, , , , , , , ,17.25,17.76897, ,18.5,3.393154, , 
16.75,12.02859, ,17.75,11.61322, , , , , , , ,17.25,9.651903, ,17.5,11.43575, , , , , , , ,18.5,3.688028, ,17.5,10.80753, ,17,11.52441, ,17.25,12.04995, , , , ,17.25,12.38963, , , , ,18.25,12.60457, , , , , , , ,17.5,16.95476, ,18.75,3.352967, , 
17,11.33372, ,18.5,10.1984, , , , , , , ,17.5,8.583425, ,17.75,11.24435, , , , , , , ,18.75,3.645223, ,20,7.722724, ,17.25,11.0128, ,17.5,11.77546, , , , ,17.5,12.14989, , , , ,18.5,12.46731, , , , , , , ,17.75,16.31046, ,19,3.320441, , 
17.25,10.66095, ,18.75,9.828375, , , , , , , ,17.75,7.266767, ,18,11.04675, , , , , , , ,19,3.605364, , , , ,17.5,10.58121, ,17.75,11.54702, , , , ,17.75,11.93677, , , , ,18.75,12.34164, , , , , , , ,18,15.32182, ,19.25,3.294904, , 
17.5,9.912939, ,19,9.456617, , , , , , , ,18.25,4.409881, ,18.25,10.78655, , , , , , , ,19.25,3.564706, , , , ,17.75,10.31044, ,18,11.33053, , , , , , , , , , ,19,12.22444, , , , , , , ,18.25,14.65615, ,19.5,3.277976, , 
17.75,9.338216, ,19.25,9.094338, , , , , , , ,18.5,4.216711, ,18.5,10.54675, , , , , , , ,19.5,3.523652, , , , ,18,10.13957, ,18.25,11.10155, , , , , , , , , , ,19.25,12.11214, , , , , , , ,18.5,13.78815, ,19.75,3.265056, , 
18,8.799898, ,19.5,8.797444, , , , , , , ,18.75,4.078076, ,18.75,10.32536, , , , , , , ,19.75,3.484088, , , , ,18.25,9.944009, ,18.5,10.83035, , , , , , , , , , ,19.5,12.00011, , , , , , , ,18.75,13.17629, ,20,3.256764, , 
18.25,8.213494, ,19.75,8.477185, , , , , , , ,19,3.969759, ,19,10.0854, , , , , , , ,20,3.445343, , , , ,18.5,9.78001, ,18.75,10.46431, , , , , , , , , , ,19.75,11.88083, , , , , , , ,19,12.73584, , , , , 
18.5,7.751986, ,20,8.197142, , , , , , , ,19.25,3.881211, ,19.25,9.835912, , , , , , , , , , , , , ,18.75,9.612471, ,19,10.11758, , , , , , , , , , ,20,11.73819, , , , , , , ,19.25,12.02325, , , , , 
18.75,7.284123, ,, , , , , , , , ,19.5,3.806757, ,19.5,9.618008, , , , , , , , , , , , , ,19,9.4206, ,19.25,9.830685, , , , , , , , , , , , , , , , , , , ,19.5,11.76771, , , , , 
19,6.840733, ,, , , , , , , , ,19.75,3.742979, ,19.75,9.422337, , , , , , , , , , , , , ,19.25,9.19319, ,19.5,9.643102, , , , , , , , , , , , , , , , , , , ,19.75,11.60766, , , , , 
19.25,6.455025, ,, , , , , , , , ,20,3.687598, ,20,9.233793, , , , , , , , , , , , , ,19.5,8.914634, ,19.75,9.471694, , , , , , , , , , , , , , , , , , , ,20,11.39433, , , , , 
19.5,6.051472, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,9.277774, , , , , , , , , , , , , , , , , , , , , , , , , , 
19.75,5.707632, ,,,,,,,,,, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,5.279677, ,,,,,,,,,, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
