Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, ,Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , Alpha,T1_Re0.500_M0.00_N9.0, , 
7,85.07141, ,6.75,93.9826, ,6.75,87.37697, ,6.75,55.25994, ,7,51.99995, ,6.75,94.21684, ,6.75,66.87372, ,7.75,62.4662, ,6.75,93.83838, ,6.75,90.89517, ,6.75,99.40727, ,6.75,84.24132, ,6.75,56.61001, ,7,17.6717, ,6.75,73.2725, ,7.25,92.20661, ,6.75,106.9163, ,12,7.204088, , , , ,9.75,59.52796, , 
7.25,83.69264, ,7,91.95216, ,7,89.92944, ,7,55.12263, ,7.25,48.38905, ,7,93.49266, ,7,68.28053, ,8,61.83839, ,7,91.50181, ,7,86.93311, ,7,97.43212, ,7,86.3465, ,7,53.60116, ,7.25,15.53689, ,7,74.20939, ,7.5,93.80458, ,7,104.4927, ,12.25,6.769204, , , , ,12.5,35.8579, , 
7.5,81.48285, ,7.25,89.71944, ,7.25,92.30618, ,7.25,54.98404, ,7.5,47.36607, ,7.25,92.46142, ,7.25,69.5466, ,8.25,61.05061, ,7.25,88.06, ,7.25,81.69936, ,7.25,94.83312, ,7.25,88.98166, ,7.25,50.44052, ,,,,7.25,76.04106, ,7.75,95.17448, ,7.5,94.96886, ,12.5,6.402407, , , , ,12.75,33.51513, , 
7.75,81.25293, ,7.5,88.18609, ,7.5,95.7005, ,7.5,54.74602, ,7.75,46.52288, ,7.5,92.90586, ,7.5,70.65077, ,8.5,60.25766, ,7.5,82.48624, ,7.5,76.60314, ,7.5,92.50756, ,7.5,91.19436, ,7.5,48.23893, ,,,,7.5,77.27278, ,8,96.4899, ,7.75,90.66269, ,12.75,6.08308, , , , ,13,31.28147, , 
8,79.96884, ,7.75,86.70837, ,7.75,99.50428, ,7.75,54.75893, ,8,45.57901, ,7.75,92.37984, ,7.75,71.65488, ,8.75,59.29822, ,7.75,77.98885, ,7.75,72.30159, ,7.75,89.3176, ,7.75,93.56965, ,7.75,47.39225, ,,,,7.75,77.74225, ,8.25,97.27228, ,8,86.21669, ,13,5.805171, , , , ,13.25,29.2263, , 
8.25,77.49346, ,8,86.2274, ,8,102.5471, ,8,54.53661, ,8.25,45.03621, ,8,90.87748, ,8,72.6948, ,9,58.07395, ,8,72.9313, ,8,67.99184, ,8,84.2159, ,8,95.68929, ,8,46.48144, ,,,,8,77.31231, ,8.5,97.95678, ,8.25,82.13373, ,13.25,5.562695, , , , ,13.5,27.22874, , 
8.5,78.06206, ,8.25,84.33935, ,8.25,102.3621, ,8.25,54.19802, ,8.5,44.21439, ,8.25,90.79081, ,8.25,73.43932, ,9.25,56.60367, ,8.25,68.59344, ,8.25,65.02909, ,8.25,79.19671, ,8.25,97.52076, ,8.25,45.58186, ,,,,8.25,78.79341, ,8.75,98.44087, ,8.5,77.08224, ,13.5,5.350326, , , , ,13.75,25.38178, , 
8.75,77.17142, ,8.5,82.86984, ,8.5,103.3571, ,8.5,53.74925, ,8.75,41.72121, ,8.5,88.81891, ,8.5,73.49167, ,9.5,54.89215, ,8.5,64.95849, ,8.5,60.52501, ,8.5,74.50348, ,8.5,98.65809, ,8.5,44.72268, ,,,,8.5,80.23213, ,9,97.62261, ,8.75,73.12276, ,13.75,5.163352, , , , ,14,23.77164, , 
9,75.79325, ,8.75,80.61536, ,8.75,106.706, ,8.75,53.22805, ,9,40.44072, ,8.75,87.43742, ,8.75,72.10341, ,9.75,52.96351, ,8.75,62.65255, ,8.75,56.35267, ,8.75,69.83683, ,8.75,99.14096, ,8.75,43.82027, ,,,,8.75,81.0734, ,9.25,96.73373, ,9,69.91773, ,14,4.997766, , , , ,14.25,22.29474, , 
9.25,75.56615, ,9,79.98376, ,9,109.8103, ,9,52.64393, ,9.25,39.60679, ,9,83.76977, ,9,71.86723, ,10,50.77331, ,9,57.70167, ,9,51.45822, ,9,64.86596, ,9,101.0929, ,9,42.85758, ,,,,9,80.97818, ,9.5,97.82084, ,9.25,65.94735, ,14.25,4.850321, , , , ,14.5,20.83992, , 
9.5,74.30521, ,9.25,78.93141, ,9.25,112.1923, ,9.25,51.92864, ,9.5,39.26215, ,9.75,72.32784, ,9.25,73.56855, ,10.25,48.32285, ,9.25,54.60759, ,9.25,50.01347, ,9.25,60.66686, ,9.25,101.8578, ,9.25,42.00148, ,,,,9.25,81.54038, ,9.75,98.68617, ,9.5,62.90292, ,14.5,4.718278, , , , ,14.75,19.43275, , 
9.75,73.02689, ,9.5,76.98808, ,9.5,114.8569, ,9.5,51.13884, ,9.75,38.6238, ,10,69.53897, ,9.5,75.42308, ,10.5,45.6869, ,9.5,52.95072, ,9.5,48.35345, ,9.5,56.55988, ,9.5,100.3829, ,9.5,41.07958, ,,,,9.5,82.51, ,10,99.40469, ,9.75,60.2077, ,14.75,4.599479, , , , ,15,18.27527, , 
10,71.85587, ,9.75,75.45026, ,9.75,115.2539, ,9.75,50.34698, ,10,38.06419, ,10.25,67.35868, ,9.75,75.54006, ,10.75,42.85891, ,9.75,51.18013, ,9.75,46.64391, ,9.75,52.84523, ,9.75,99.69011, ,9.75,40.02516, ,,,,9.75,82.9376, ,10.25,99.30087, ,10,57.65409, ,15,4.492099, , , , ,15.25,17.19114, , 
10.25,69.9397, ,10,73.60646, ,10,115.5561, ,10,49.88447, ,10.25,37.44945, ,10.5,66.13529, ,10,74.72254, ,11,39.94205, ,10,49.22749, ,10,44.92078, ,10,49.4415, ,10,95.6771, ,10,38.9111, ,,,,10,82.29272, ,10.5,97.28071, ,10.25,55.82938, ,15.25,4.396351, , , , ,15.5,16.09817, , 
10.5,66.86982, ,10.25,71.44229, ,10.25,113.3597, ,10.25,49.43119, ,10.5,36.77246, ,10.75,64.39433, ,10.25,74.14909, ,11.5,34.03219, ,10.25,47.15555, ,10.25,43.20005, ,10.25,46.66193, ,10.25,91.84403, ,10.25,37.83654, ,,,,10.25,80.10417, ,10.75,96.59714, ,10.5,53.52775, ,15.5,4.316853, , , , ,15.75,15.09951, , 
10.75,62.68862, ,10.5,70.39557, ,10.5,108.6761, ,10.5,49.09594, ,10.75,35.93369, ,11,62.02848, ,10.5,74.32931, ,11.75,31.24071, ,10.5,45.00377, ,10.5,41.49347, ,10.5,44.09662, ,10.5,87.52871, ,10.5,36.73878, ,,,,10.5,80.11471, ,11,92.78325, ,10.75,51.68505, ,15.75,4.243528, , , , ,16,14.24859, , 
11,60.21394, ,10.75,69.34171, ,10.75,102.211, ,10.75,49.06086, ,11,32.30743, ,11.25,58.98873, ,10.75,74.22334, ,12,28.64278, ,10.75,42.74519, ,10.75,39.74842, ,10.75,41.53648, ,10.75,82.71048, ,10.75,35.49127, ,,,,10.75,79.74286, ,11.25,87.77555, ,11,49.46823, ,16,4.172863, , , , ,16.25,13.49274, , 
11.25,58.00763, ,11,67.86271, ,11,95.74132, ,11,48.75369, ,11.25,31.52794, ,11.5,56.75163, ,11,73.79635, ,12.25,26.27803, ,11,40.51309, ,11,38.00474, ,11,39.23505, ,11,78.7566, ,11,34.20513, ,,,,11,78.94059, ,11.5,91.05251, ,11.25,47.69218, ,16.25,4.104523, , , , ,16.5,12.6726, , 
11.5,55.05018, ,11.25,65.94712, ,11.5,82.98807, ,11.25,48.0875, ,11.5,30.89984, ,11.75,55.70821, ,11.25,72.96137, ,12.5,24.16076, ,11.25,38.29475, ,11.25,36.2882, ,11.25,37.07023, ,11.25,74.22353, ,11.25,32.9315, ,,,,11.25,77.74366, ,11.75,85.98599, ,11.5,46.20553, ,16.5,4.038523, , , , ,16.75,11.93932, , 
11.75,51.07885, ,11.5,63.60736, ,11.75,77.12988, ,11.5,47.30896, ,11.75,29.67028, ,12,54.3176, ,11.5,71.79896, ,12.75,22.2748, ,11.5,36.09506, ,11.5,34.56373, ,11.5,35.31246, ,11.5,68.83879, ,11.5,31.59309, ,,,,11.5,75.9743, ,12,81.32494, ,11.75,44.01018, ,16.75,3.974828, , , , ,17,11.32242, , 
12,46.75443, ,11.75,61.51113, ,12,71.33074, ,11.75,44.70811, ,12,28.92481, ,12.25,52.82463, ,11.75,70.5776, ,13,20.61921, ,11.75,33.95823, ,11.75,32.88595, ,11.75,33.73489, ,11.75,64.634, ,11.75,30.04766, ,,,,11.75,73.28246, ,12.25,76.39039, ,12,43.00441, ,17,3.91333, , , , ,17.25,10.79055, , 
12.25,42.56613, ,12,59.7746, ,12.25,62.51814, ,12,43.64112, ,12.25,28.22762, ,12.5,51.06709, ,12,70.19595, ,13.25,19.12067, ,12,31.89467, ,12,31.30054, ,12,32.35253, ,12.25,54.19844, ,12,28.61056, ,,,,12,71.81016, ,12.5,71.38987, ,12.25,41.19532, ,17.25,3.853883, , , , ,17.5,10.23238, , 
12.5,38.67753, ,12.25,57.65833, ,12.5,53.19049, ,12.25,41.61214, ,12.5,27.66913, ,12.75,48.49345, ,12.25,69.4871, ,13.5,17.86723, ,12.25,29.87736, ,12.25,29.6997, ,12.25,30.86591, ,12.75,45.28899, ,12.25,27.19974, ,,,,12.25,70.81328, ,12.75,66.62552, ,12.5,38.10075, ,17.5,3.796363, , , , ,17.75,9.743785, , 
12.75,35.14335, ,12.5,55.31685, ,12.75,46.16614, ,12.5,40.35895, ,12.75,27.09202, ,13,45.23665, ,12.5,68.3512, ,13.75,17.29998, ,12.5,28.03228, ,12.75,26.72128, ,12.5,29.25371, ,13.25,38.29641, ,12.75,24.39141, ,,,,12.5,69.47762, ,13,61.01144, ,12.75,37.40886, ,17.75,3.740632, , , , ,18,9.2949, , 
13,31.86918, ,12.75,52.90801, ,13,40.1428, ,12.75,40.46609, ,13,26.41934, ,13.25,43.74571, ,12.75,66.74056, ,14,16.6863, ,12.75,26.21684, ,13,25.3551, ,12.75,27.50668, ,13.5,34.94489, ,13,23.15305, ,,,,12.75,67.61886, ,13.25,54.48139, ,13,36.53489, ,18,3.686501, , , , ,18.25,8.956902, , 
13.25,28.97922, ,13,50.98, ,13.25,35.68258, ,13,39.42479, ,13.25,25.51991, ,13.5,42.48343, ,13,65.01238, ,14.25,16.15603, ,13,24.58179, ,13.25,23.97159, ,13,26.46404, ,13.75,31.8226, ,13.25,21.91129, ,,,,13,65.15651, ,13.5,49.68979, ,13.25,35.3728, ,18.25,3.633787, , , , ,18.5,8.660481, , 
13.5,26.29759, ,13.25,49.15067, ,13.5,31.53276, ,13.25,38.16714, ,13.75,21.72042, ,13.75,41.12797, ,13.25,63.63399, ,14.5,15.64205, ,13.25,22.99146, ,13.5,22.64644, ,13.25,25.57514, ,14,30.08461, ,13.5,20.80217, ,,,,13.25,62.079, ,13.75,44.34788, ,13.5,33.71076, ,18.5,3.582505, , , , ,18.75,8.405475, , 
13.75,23.94369, ,13.5,46.53553, ,13.75,29.04907, ,13.5,36.93659, ,14.25,20.6841, ,14,39.80236, ,13.5,62.58226, ,14.75,15.11475, ,13.5,21.56972, ,13.75,21.42873, ,13.75,23.69694, ,14.25,28.1383, ,13.75,19.75124, ,,,,13.5,58.31344, ,14,39.22417, ,13.75,30.40476, ,18.75,3.532528, , , , ,19,8.170022, , 
14,21.83362, ,13.75,43.55826, ,14,27.41545, ,13.75,35.70315, ,14.75,19.5279, ,14.25,38.37737, ,13.75,61.24522, ,18.75,4.706851, ,13.75,20.17496, ,14,20.15869, ,14,22.90272, ,14.5,25.72864, ,14,18.53614, ,,,,13.75,56.1673, ,14.25,35.27748, ,14,29.02165, ,19,3.483746, , , , ,19.25,7.894726, , 
14.25,19.90711, ,14,39.19985, ,14.25,25.66564, ,14,34.38198, ,15,18.94692, ,14.5,36.33117, ,14,59.54459, ,19,4.599939, ,14,18.99179, ,14.25,19.08355, ,14.25,22.12414, ,14.75,24.00474, ,14.25,18.06901, ,,,,14,54.55692, ,14.5,32.46341, ,14.25,28.33945, ,19.25,3.436059, , , , ,19.5,7.622507, , 
14.5,18.23595, ,14.25,35.81638, ,14.5,23.6486, ,14.25,33.14244, ,15.25,18.37332, ,14.75,34.27572, ,14.25,57.40209, , , , ,14.25,17.80564, ,14.5,17.97453, ,14.5,21.25216, ,15,23.07639, ,14.5,17.60375, ,,,,14.25,52.57003, ,14.75,29.48321, ,14.5,27.51376, ,19.5,3.389376, , , , ,19.75,7.311466, , 
14.75,16.63558, ,14.5,33.70579, ,14.75,21.66593, ,14.5,31.76033, ,15.5,17.75011, ,15,31.66098, ,14.5,54.74716, , , , ,14.5,16.81479, ,14.75,16.99209, ,14.75,20.51272, ,15.25,21.64656, ,14.75,17.14983, ,,,,14.5,50.11529, ,15,27.03077, ,14.75,26.37647, ,19.75,3.343612, , , , ,20,7.006339, , 
15,15.31077, ,14.75,31.58146, ,15,20.71516, ,14.75,30.47032, ,15.75,16.95047, ,15.25,29.73089, ,14.75,51.92477, , , , ,14.75,15.89995, ,15,16.0944, ,15,19.81967, ,15.5,20.21905, , , , ,,,,14.75,47.20931, ,15.25,24.52108, ,15,25.33771, ,20,3.29869, , , , , , , , 
15.25,14.03236, ,15,29.52749, ,15.25,20.0101, ,15,29.08631, ,16.25,14.71106, ,15.5,28.89908, ,15,49.10029, , , , ,15,15.03576, ,15.25,15.18695, ,15.25,19.01512, ,15.75,19.01411, , , , ,,,,15,43.9067, ,15.5,22.55369, ,15.25,24.38196, , , , , , , , , , , 
15.5,12.99139, ,15.25,27.56836, ,15.5,19.11936, ,15.25,27.78925, ,16.5,14.2604, ,15.75,28.0074, ,15.25,46.82045, , , , ,15.25,14.32092, ,15.75,13.69377, ,15.5,18.32326, ,16,18.14577, , , , ,,,,15.25,40.56028, ,15.75,20.51934, ,15.5,23.46621, , , , , , , , , , , 
15.75,11.97931, ,15.5,25.72393, ,15.75,18.0685, ,15.5,26.40503, ,16.75,13.46912, ,16,27.00831, ,15.5,44.04724, , , , ,15.75,12.99016, ,16,13.03951, ,15.75,17.69602, ,16.25,17.56464, , , , ,,,,15.5,37.90059, ,16,19.16948, ,15.75,22.36571, , , , , , , , , , , 
16,11.08437, ,15.75,23.936, ,16,16.81215, ,15.75,25.13317, ,17,11.59082, ,16.25,25.38267, ,15.75,40.72851, , , , ,16,12.42897, ,16.25,12.46736, ,16,16.9805, ,16.5,16.56733, , , , ,,,,15.75,36.36515, ,16.25,18.08928, ,16,21.37385, , , , , , , , , , , 
16.25,10.28861, ,16,22.2233, ,16.25,16.02722, ,16,23.79379, , , , ,16.5,24.01406, ,16,36.8534, , , , ,16.25,11.90244, ,16.5,11.88902, ,16.25,16.34665, ,16.75,15.84195, , , , ,,,,16,34.78537, ,16.5,16.78168, ,16.25,20.36988, , , , , , , , , , , 
16.5,9.577666, ,16.25,20.63122, ,16.5,15.56435, ,16.5,21.29614, , , , ,16.75,22.45094, ,16.25,32.60463, , , , ,16.5,11.35219, ,16.75,11.40876, ,16.5,15.76651, ,17,15.10572, , , , ,,,,16.25,32.60078, ,16.75,15.9403, ,16.5,19.07189, , , , , , , , , , , 
16.75,8.943498, ,16.5,19.16015, ,16.75,15.02493, ,16.75,20.04777, , , , ,17,20.28547, ,16.5,28.12354, , , , ,16.75,10.75403, ,17,10.98376, ,16.75,15.09647, ,17.25,14.15534, , , , ,,,,16.5,30.60983, ,17,15.14396, ,16.75,17.79919, , , , , , , , , , , 
17,8.399877, ,16.75,17.80747, ,17,14.37669, ,17,18.85152, , , , ,17.25,19.58248, ,16.75,24.14096, , , , ,17,10.34402, ,17.25,10.57981, ,17,14.51895, ,17.5,13.61747, , , , ,,,,16.75,28.31212, ,17.25,14.27679, ,17,16.4145, , , , , , , , , , , 
17.25,7.892172, ,17,16.50975, ,17.25,13.57788, ,17.25,17.73026, , , , ,17.5,18.93179, ,17,20.63929, , , , ,17.25,10.01384, ,17.5,10.1574, ,17.25,13.9807, ,17.75,13.04176, , , , ,,,,17,26.12731, ,17.5,13.27268, ,17.25,15.03409, , , , , , , , , , , 
17.5,7.408355, ,17.25,15.31445, ,17.5,12.82637, ,17.5,16.64412, , , , ,17.75,18.14049, ,17.25,17.90904, , , , ,17.5,9.657374, ,17.75,9.769481, ,17.5,13.36172, ,18,12.70503, , , , ,,,,17.25,23.92138, ,17.75,12.64315, ,17.5,13.88393, , , , , , , , , , , 
17.75,6.944166, ,17.5,14.24594, ,17.75,12.32993, ,17.75,15.58393, , , , ,18,16.98035, ,17.5,15.6802, , , , ,17.75,9.354217, ,18,9.52633, ,17.75,12.85383, ,18.25,12.37979, , , , ,,,,17.5,21.99763, ,18,12.10864, ,17.75,13.36046, , , , , , , , , , , 
18,6.489805, ,17.75,13.27743, ,18,12.02879, ,18,14.58886, , , , ,18.25,16.18228, ,17.75,13.74998, , , , ,18,9.020565, ,18.25,9.294513, ,18,12.32882, ,18.5,12.03635, , , , ,,,,17.75,20.8149, ,18.25,11.67189, ,18,12.94027, , , , , , , , , , , 
18.25,6.019868, ,18,12.36545, ,18.25,11.74236, ,18.25,13.65489, , , , ,18.5,15.37872, ,18,12.42517, , , , ,18.25,8.715426, ,18.5,9.020719, ,18.25,11.82691, ,18.75,11.64398, , , , ,,,,18,19.44635, ,18.5,11.05017, ,18.25,12.46381, , , , , , , , , , , 
19.5,3.788002, ,18.25,11.53462, ,18.5,11.44036, ,18.5,12.82355, , , , ,18.75,14.38964, ,18.25,11.02331, , , , ,18.5,8.420405, ,18.75,8.795804, ,18.75,10.95567, ,19,11.15693, , , , ,,,,18.25,18.48858, ,18.75,10.58956, ,18.5,11.94839, , , , , , , , , , , 
19.75,3.723071, ,18.5,10.78651, ,18.75,11.0691, ,18.75,12.03108, , , , ,19,13.36858, ,18.5,10.18903, , , , ,18.75,8.111177, ,19,8.588397, ,19,10.54405, ,19.25,10.61476, , , , ,,,,18.5,17.57666, ,19,10.24395, ,18.75,11.52388, , , , , , , , , , , 
20,3.661942, ,18.75,10.15051, ,19,10.5951, ,19,11.28736, , , , ,19.25,12.37131, ,18.75,9.410266, , , , ,19,7.789798, ,20,7.238491, ,19.25,10.11119, ,19.5,10.20573, , , , ,,,,18.75,16.37669, ,19.25,9.902795, ,19,11.00496, , , , , , , , , , , 
, , ,19,9.526762, ,19.25,10.0152, ,19.25,10.59799, , , , ,19.5,11.90347, ,19,8.521843, , , , ,19.5,7.089195, , , , ,19.5,9.728692, ,19.75,9.770829, , , , ,,,,19,15.29022, ,19.5,9.533894, ,19.25,10.53924, , , , , , , , , , , 
, , ,19.25,8.965175, ,19.5,9.471977, ,19.5,9.964719, , , , ,19.75,11.37499, ,19.25,8.155773, , , , ,19.75,6.619492, , , , ,19.75,9.36896, ,20,9.27211, , , , ,,,,19.25,14.44836, ,19.75,9.069929, ,19.5,10.10452, , , , , , , , , , , 
, , ,19.5,8.506505, ,19.75,9.294727, ,19.75,9.425604, , , , ,20,10.93423, ,19.5,7.8786, , , , ,20,6.13716, , , , ,20,9.006136, , , , , , , ,,,,19.5,13.56544, ,20,8.669666, ,19.75,9.606486, , , , , , , , , , , 
, , ,19.75,8.079196, ,20,9.111712, , , , , , , , , , ,19.75,7.557725, , , , , , , , , , , , , , , , , , , ,,,,19.75,12.55621, , , , ,20,9.216259, , , , , , , , , , , 
, , ,20,7.682344, , , , , , , , , , , , , ,20,6.956104, , , , , , , , , , , , , , , , , , , ,,,,20,11.73657, , , , , , , , , , , , , , , , , 
